HomeTeam,AwayTeam,FTHG,FTAG
Portugal,Poland,5,1
Scotland,Croatia,1,0
Denmark,Spain,1,2
Switzerland,Serbia,1,1
Cyprus,Lithuania,2,1
Romania,Kosovo,0,0
Northern Ireland,Belarus,2,0
Luxembourg,Bulgaria,0,1
San Marino,Gibraltar,1,1
Saint Lucia,Grenada,0,4
Curaçao,Saint Martin,5,0
Puerto Rico,Aruba,5,1
Sint Maarten,Haiti,0,8
Barbados,Guyana,1,4
Cayman Islands,Guadeloupe,0,6
Honduras,Mexico,2,0
Suriname,Canada,0,1
Peru,Chile,0,0
Uruguay,Colombia,3,2
Samoa,Tahiti,0,3
New Zealand,Vanuatu,8,1
Indonesia,Japan,0,4
Russia,Brunei,2,1
Gambia,Comoros,1,2
Gabon,Morocco,1,5
Botswana,Mauritania,1,1
Cape Verde,Egypt,1,1
Angola,Ghana,1,1
Zambia,Ivory Coast,1,0
Eswatini,Guinea-Bissau,1,1
Mozambique,Mali,0,1
Zimbabwe,Kenya,1,1
Uganda,South Africa,0,2
Germany,Bosnia and Herzegovina,7,0
Netherlands,Hungary,4,0
Albania,Czech Republic,0,0
Georgia,Ukraine,1,1
Montenegro,Iceland,0,2
Turkey,Wales,0,0
Azerbaijan,Estonia,0,0
Sweden,Slovakia,2,1
Andorra,Moldova,0,1
Bermuda,Antigua and Barbuda,2,1
Dominican Republic,Dominica,6,1
Bangladesh,Maldives,2,1
Nepal,Afghanistan,2,0
Sri Lanka,Yemen,1,0
Ethiopia,Tanzania,0,2
Guinea,DR Congo,1,0
Israel,Belgium,1,0
Italy,France,1,3
England,Republic of Ireland,5,0
Finland,Greece,0,2
Norway,Kazakhstan,5,0
Austria,Slovenia,1,1
North Macedonia,Faroe Islands,1,0
Latvia,Armenia,1,2
Saint Vincent and the Grenadines,Bonaire,3,1
El Salvador,Montserrat,1,0
Thailand,Laos,1,1
Fiji,New Caledonia,1,1
Papua New Guinea,Solomon Islands,1,2
Algeria,Liberia,5,1
Togo,Equatorial Guinea,3,0
Croatia,Portugal,1,1
Poland,Scotland,1,2
Serbia,Denmark,0,0
Spain,Switzerland,3,2
Kosovo,Lithuania,1,0
Romania,Cyprus,4,1
Luxembourg,Northern Ireland,2,2
Bulgaria,Belarus,1,1
Liechtenstein,San Marino,1,3
Grenada,Saint Martin,0,3
Saint Lucia,Curaçao,1,4
Aruba,Sint Maarten,0,1
Puerto Rico,Haiti,0,3
Cuba,Saint Kitts and Nevis,4,0
Panama,Costa Rica,2,2
United States,Jamaica,4,2
India,Malaysia,1,1
Singapore,Taiwan,2,3
Tahiti,Vanuatu,2,0
New Zealand,Samoa,8,0
Tunisia,Gambia,0,1
Comoros,Madagascar,1,0
Morocco,Lesotho,7,0
Central African Republic,Gabon,0,1
Nigeria,Rwanda,1,2
Libya,Benin,0,0
Ghana,Niger,1,2
Sudan,Angola,0,0
Malawi,Burkina Faso,3,0
Bosnia and Herzegovina,Netherlands,1,1
Hungary,Germany,1,1
Albania,Ukraine,1,2
Czech Republic,Georgia,2,1
Wales,Iceland,4,1
Montenegro,Turkey,3,1
Slovakia,Estonia,1,0
Sweden,Azerbaijan,6,0
Malta,Andorra,0,0
Antigua and Barbuda,Dominica,0,0
Dominican Republic,Bermuda,6,1
French Guiana,Belize,2,2
Guadeloupe,Cayman Islands,1,0
Guyana,Barbados,5,3
Canada,Suriname,3,0
Mexico,Honduras,4,0
Gibraltar,Moldova,1,1
Hong Kong,Mauritius,1,0
Myanmar,Lebanon,2,3
Russia,Syria,4,0
Sri Lanka,Yemen,0,2
Tajikistan,Afghanistan,3,1
Bolivia,Paraguay,2,2
Colombia,Ecuador,0,1
Argentina,Peru,1,0
Chile,Venezuela,4,2
Brazil,Uruguay,1,1
North Korea,Uzbekistan,0,1
Kyrgyzstan,Iran,2,3
United Arab Emirates,Qatar,5,0
Palestine,South Korea,1,1
Oman,Iraq,0,1
Kuwait,Jordan,1,1
Bahrain,Australia,2,2
Indonesia,Saudi Arabia,2,0
China,Japan,1,3
Egypt,Botswana,1,1
Mauritania,Cape Verde,1,0
Ivory Coast,Chad,4,0
Sierra Leone,Zambia,0,2
DR Congo,Ethiopia,1,2
Tanzania,Guinea,1,0
Mali,Eswatini,6,0
Guinea-Bissau,Mozambique,1,2
Cameroon,Zimbabwe,2,1
Kenya,Namibia,0,0
South Africa,South Sudan,3,0
Congo,Uganda,0,1
Senegal,Burundi,2,0
Cambodia,Malaysia,2,2
Timor-Leste,Thailand,0,10
Hong Kong,Mongolia,3,0
Myanmar,Indonesia,0,1
Laos,Vietnam,1,4
Solomon Islands,Vanuatu,4,1
Singapore,Cambodia,2,1
Malaysia,Timor-Leste,3,2
Taiwan,Mongolia,4,0
Philippines,Myanmar,1,1
Indonesia,Laos,3,3
Fiji,Vanuatu,1,1
Timor-Leste,Singapore,0,3
Thailand,Malaysia,1,0
Macau,Guam,1,2
Hong Kong,Taiwan,2,1
Laos,Philippines,1,1
Vietnam,Indonesia,1,0
Papua New Guinea,Fiji,1,1
Cambodia,Timor-Leste,2,1
Singapore,Thailand,2,4
Hong Kong,Guam,5,0
Myanmar,Laos,3,2
Philippines,Vietnam,1,1
Solomon Islands,Papua New Guinea,2,3
Thailand,Cambodia,3,2
Malaysia,Singapore,0,0
Vietnam,Myanmar,5,0
Indonesia,Philippines,0,1
Kuwait,Oman,1,1
Qatar,United Arab Emirates,1,1
Vanuatu,Papua New Guinea,1,2
Solomon Islands,Fiji,1,3
Iraq,Yemen,1,0
Saudi Arabia,Bahrain,2,3
Oman,Qatar,2,1
Kuwait,United Arab Emirates,2,1
Yemen,Saudi Arabia,2,3
Bahrain,Iraq,2,0
Singapore,Vietnam,0,2
Philippines,Thailand,2,1
Kuwait,Qatar,1,1
United Arab Emirates,Oman,1,1
Iraq,Saudi Arabia,1,3
Bahrain,Yemen,1,2
Vietnam,Singapore,3,1
Thailand,Philippines,3,1
Oman,Saudi Arabia,2,1
Kuwait,Bahrain,0,1
Vietnam,Thailand,2,1
Zanzibar,Tanzania,1,0
Oman,Bahrain,1,2
Burkina Faso,Kenya,1,1
Thailand,Vietnam,2,3
Zanzibar,Burkina Faso,0,1
Tanzania,Kenya,0,2
Tanzania,Burkina Faso,0,2
Zanzibar,Kenya,1,0
Zanzibar,Burkina Faso,2,1
United States,Venezuela,3,1
United States,Costa Rica,3,0
Uzbekistan,Jordan,0,0
Jamaica,Trinidad and Tobago,1,0
Chile,Panama,6,1
Jamaica,Trinidad and Tobago,1,1
Oman,Sudan,0,0
Saint Vincent and the Grenadines,Grenada,1,1
Oman,Sudan,0,0
Jordan,North Korea,1,1
Honduras,Guatemala,1,2
Hong Kong,Macau,2,0
India,Maldives,3,0
Vietnam,Cambodia,2,1
Eswatini,Cameroon,0,0
Liberia,Tunisia,0,1
Central African Republic,Madagascar,1,4
Kazakhstan,Curaçao,2,0
Russia,Grenada,5,0
Canada,Mexico,0,2
United States,Panama,0,1
Croatia,France,2,0
Denmark,Portugal,1,0
Italy,Germany,1,2
Netherlands,Spain,2,2
Austria,Serbia,1,1
Greece,Scotland,0,1
Turkey,Hungary,3,1
Ukraine,Belgium,3,1
Armenia,Georgia,0,3
Bulgaria,Republic of Ireland,1,2
Kosovo,Iceland,2,1
Slovakia,Slovenia,0,0
Laos,Sri Lanka,1,2
Tajikistan,Belarus,0,5
Paraguay,Chile,1,0
Peru,Bolivia,3,1
Brazil,Colombia,2,1
Iran,United Arab Emirates,2,0
Uzbekistan,Kyrgyzstan,1,0
Qatar,North Korea,5,1
South Korea,Oman,1,1
Iraq,Kuwait,2,2
Jordan,Palestine,3,1
Japan,Bahrain,2,0
Australia,Indonesia,5,1
Saudi Arabia,China,1,0
Sierra Leone,Guinea-Bissau,3,1
Zimbabwe,Benin,2,2
Cape Verde,Mauritius,1,0
Libya,Angola,1,1
Gambia,Kenya,3,3
Gabon,Seychelles,3,0
Mozambique,Uganda,3,1
Malawi,Namibia,0,1
Comoros,Mali,0,3
Lebanon,Timor-Leste,4,0
Belize,Costa Rica,0,7
Guyana,Guatemala,3,2
Bermuda,Honduras,3,5
Saint Vincent and the Grenadines,Jamaica,1,1
Suriname,Martinique,1,0
Guadeloupe,Nicaragua,1,0
Cuba,Trinidad and Tobago,1,2
Northern Ireland,Switzerland,1,1
Puerto Rico,Dominican Republic,2,2
Singapore,Nepal,0,1
Thailand,Afghanistan,2,0
Ecuador,Venezuela,2,1
Uruguay,Argentina,0,1
New Caledonia,Tahiti,3,0
New Zealand,Fiji,7,0
Burkina Faso,Djibouti,4,1
Ethiopia,Egypt,0,2
DR Congo,South Sudan,1,0
Rwanda,Nigeria,0,2
South Africa,Lesotho,0,3
Morocco,Niger,2,1
Burundi,Ivory Coast,0,1
Botswana,Algeria,1,3
Guinea,Somalia,0,0
Equatorial Guinea,São Tomé and Príncipe,2,0
Ghana,Chad,5,0
Malta,Finland,0,1
Poland,Lithuania,1,0
Cyprus,San Marino,2,0
Romania,Bosnia and Herzegovina,0,1
England,Albania,2,0
Andorra,Latvia,0,1
Azerbaijan,Haiti,0,3
Luxembourg,Sweden,1,0
Togo,Mauritania,2,2
Sudan,Senegal,0,0
Moldova,Norway,0,5
Israel,Estonia,2,1
Liechtenstein,North Macedonia,0,3
Wales,Kazakhstan,3,1
Montenegro,Gibraltar,3,1
Czech Republic,Faroe Islands,2,1
United States,Canada,1,2
Panama,Mexico,1,2
France,Croatia,2,0
Germany,Italy,3,3
Portugal,Denmark,5,2
Spain,Netherlands,3,3
Belgium,Ukraine,3,0
Hungary,Turkey,0,3
Scotland,Greece,0,3
Serbia,Austria,2,0
Georgia,Armenia,6,1
Iceland,Kosovo,1,3
Republic of Ireland,Bulgaria,2,1
Slovenia,Slovakia,1,0
Eswatini,Mauritius,3,3
Kenya,Gabon,1,2
New Zealand,New Caledonia,3,0
Guinea-Bissau,Burkina Faso,1,2
Ethiopia,Djibouti,6,1
Ivory Coast,Gambia,1,0
Namibia,Equatorial Guinea,1,1
Liberia,São Tomé and Príncipe,2,1
Tunisia,Malawi,2,0
Central African Republic,Mali,0,0
Madagascar,Ghana,0,3
Lithuania,Finland,2,2
Poland,Malta,2,0
Bosnia and Herzegovina,Cyprus,2,1
San Marino,Romania,1,5
England,Latvia,3,0
Albania,Andorra,3,0
Tajikistan,Timor-Leste,1,0
Philippines,Maldives,4,1
Bhutan,Yemen,0,0
Lebanon,Brunei,5,0
India,Bangladesh,0,0
Singapore,Hong Kong,0,0
Taiwan,Turkmenistan,1,2
Thailand,Sri Lanka,1,0
Myanmar,Afghanistan,2,1
Syria,Pakistan,2,0
Vietnam,Laos,5,0
Malaysia,Nepal,2,0
Costa Rica,Belize,6,1
Guatemala,Guyana,2,0
Honduras,Bermuda,2,0
Jamaica,Saint Vincent and the Grenadines,3,0
Martinique,Suriname,0,1
Nicaragua,Guadeloupe,0,1
Trinidad and Tobago,Cuba,4,0
Azerbaijan,Belarus,0,2
Russia,Zambia,5,0
Cambodia,Aruba,1,2
Dominican Republic,Puerto Rico,2,0
Niger,Bonaire,6,0
Sweden,Northern Ireland,5,1
Switzerland,Luxembourg,3,1
Bolivia,Uruguay,0,0
Colombia,Paraguay,2,2
Venezuela,Peru,1,0
Argentina,Brazil,4,1
Chile,Ecuador,0,0
Iran,Uzbekistan,2,2
Kyrgyzstan,Qatar,3,1
North Korea,United Arab Emirates,1,2
South Korea,Jordan,1,1
Kuwait,Oman,0,1
Palestine,Iraq,2,1
China,Australia,0,2
Japan,Saudi Arabia,0,0
Indonesia,Bahrain,1,0
Egypt,Sierra Leone,1,0
Mauritania,DR Congo,0,2
Senegal,Togo,2,0
Sudan,South Sudan,1,1
Benin,South Africa,0,2
Nigeria,Zimbabwe,1,1
Rwanda,Lesotho,1,1
Angola,Cape Verde,1,2
Cameroon,Libya,3,1
Morocco,Tanzania,2,0
Burundi,Seychelles,5,0
Uganda,Guinea,1,0
Botswana,Somalia,2,0
Algeria,Mozambique,5,1
Comoros,Chad,1,0
Moldova,Estonia,2,3
Israel,Norway,2,4
Liechtenstein,Kazakhstan,0,2
North Macedonia,Wales,1,1
Gibraltar,Czech Republic,0,4
Montenegro,Faroe Islands,1,0
Dominica,Barbados,0,0
Dominica,Barbados,0,0
Saint Kitts and Nevis,Saint Vincent and the Grenadines,1,3
Anguilla,Saint Kitts and Nevis,2,4
Saint Vincent and the Grenadines,Saint Kitts and Nevis,3,0
Jamaica,Trinidad and Tobago,3,2
Nigeria,Ghana,2,1
Oman,Lebanon,1,0
Malaysia,Cape Verde,1,1
Saint Vincent and the Grenadines,British Virgin Islands,1,1
Saudi Arabia,Jordan,2,0
Trinidad and Tobago,Ghana,0,4
Jamaica,Nigeria,2,2
Grenada,Anguilla,2,0
El Salvador,Guatemala,1,1
Puerto Rico,Nicaragua,1,1
Tunisia,Burkina Faso,2,0
Malaysia,Cape Verde,0,3
Germany,Portugal,1,2
Thailand,India,2,0
Bangladesh,Bhutan,2,0
Bermuda,Cayman Islands,5,0
Grenada,Bahamas,6,0
Barbados,Aruba,1,1
Montserrat,Belize,1,0
Dominica,British Virgin Islands,3,0
Saint Vincent and the Grenadines,Anguilla,6,0
Spain,France,5,4
Algeria,Rwanda,2,0
Belarus,Kazakhstan,4,1
Cambodia,Tajikistan,1,2
DR Congo,Mali,1,0
Georgia,Faroe Islands,1,0
Hong Kong,Nepal,0,0
Singapore,Maldives,3,1
Ecuador,Brazil,0,0
Paraguay,Uruguay,2,0
Chile,Argentina,0,1
United Arab Emirates,Uzbekistan,0,0
North Korea,Kyrgyzstan,2,2
Qatar,Iran,1,0
Oman,Jordan,0,3
Iraq,South Korea,0,2
Kuwait,Palestine,0,2
Bahrain,Saudi Arabia,0,2
Australia,Japan,1,0
Indonesia,China,1,0
Sri Lanka,Brunei,1,0
Bulgaria,Cyprus,2,2
Burundi,Guinea-Bissau,1,0
Central African Republic,Mauritania,2,1
Equatorial Guinea,Gambia,1,2
Hungary,Sweden,0,2
Kosovo,Armenia,5,2
Luxembourg,Slovenia,0,1
Morocco,Tunisia,2,0
Niger,Gabon,4,3
Poland,Moldova,2,0
Republic of Ireland,Senegal,1,1
Scotland,Iceland,1,3
South Africa,Tanzania,0,0
Uganda,Cameroon,0,3
Zimbabwe,Burkina Faso,0,2
Russia,Nigeria,1,1
Colombia,Peru,0,0
Venezuela,Bolivia,2,0
Norway,Italy,3,0
Estonia,Israel,1,3
Wales,Liechtenstein,3,0
North Macedonia,Belgium,1,1
Czech Republic,Montenegro,2,0
Gibraltar,Croatia,0,7
Antigua and Barbuda,Cuba,0,1
Trinidad and Tobago,Saint Kitts and Nevis,6,2
Curaçao,Saint Lucia,4,0
Nicaragua,Guyana,1,0
Guatemala,Dominican Republic,4,2
Suriname,Puerto Rico,1,0
Denmark,Northern Ireland,2,1
Greece,Slovakia,4,1
Latvia,Azerbaijan,0,0
Mexico,Switzerland,2,4
United States,Turkey,1,2
Malta,Lithuania,0,0
Finland,Netherlands,0,2
Bosnia and Herzegovina,San Marino,1,0
Austria,Romania,2,1
Andorra,England,0,1
Albania,Serbia,0,0
Canada,Ukraine,4,2
Ivory Coast,New Zealand,0,1
Kenya,Chad,0,0
Cayman Islands,Honduras,0,1
Bahamas,Costa Rica,0,8
Aruba,Haiti,0,5
Belize,Panama,0,2
British Virgin Islands,Jamaica,0,1
Anguilla,El Salvador,0,3
Germany,France,0,2
Portugal,Spain,2,2
DR Congo,Madagascar,3,1
Georgia,Cape Verde,1,1
Algeria,Rwanda,2,0
Equatorial Guinea,Cameroon,1,1
Gabon,Guinea-Bissau,2,0
Kosovo,Comoros,4,2
Liechtenstein,Scotland,0,4
Montenegro,Armenia,2,2
Morocco,Benin,1,0
Uganda,Gambia,1,1
Italy,Moldova,2,0
Estonia,Norway,0,1
Kazakhstan,North Macedonia,0,1
Belgium,Wales,4,3
Faroe Islands,Gibraltar,2,1
Croatia,Czech Republic,5,1
Timor-Leste,Maldives,1,0
Philippines,Tajikistan,2,2
Brunei,Bhutan,2,1
Yemen,Lebanon,0,0
Bangladesh,Singapore,1,2
Hong Kong,India,1,0
Sri Lanka,Taiwan,3,1
Turkmenistan,Thailand,3,1
Myanmar,Pakistan,1,0
Afghanistan,Syria,0,1
Laos,Nepal,2,1
Malaysia,Vietnam,4,0
Azerbaijan,Hungary,1,2
Burundi,Mauritania,0,0
Chad,Kenya,1,2
Denmark,Lithuania,5,0
England,Senegal,1,3
Greece,Bulgaria,4,0
Israel,Slovakia,1,0
Luxembourg,Republic of Ireland,0,0
Mexico,Turkey,1,0
Niger,Zimbabwe,1,1
Northern Ireland,Iceland,1,0
Slovenia,Bosnia and Herzegovina,2,1
South Africa,Mozambique,2,0
Sweden,Algeria,4,3
United States,Switzerland,0,4
Bolivia,Chile,2,0
Uruguay,Venezuela,2,0
Peru,Ecuador,0,0
Argentina,Colombia,1,1
Brazil,Paraguay,1,0
Uzbekistan,Qatar,3,0
Iran,North Korea,3,0
Kyrgyzstan,United Arab Emirates,1,1
South Korea,Kuwait,4,0
Jordan,Iraq,0,1
Palestine,Oman,1,1
China,Bahrain,1,0
Japan,Indonesia,6,0
Saudi Arabia,Australia,1,2
Netherlands,Malta,8,0
Finland,Poland,2,1
San Marino,Austria,0,4
Romania,Cyprus,2,0
Serbia,Andorra,3,0
Latvia,Albania,1,1
New Zealand,Ukraine,1,2
Canada,Ivory Coast,0,0
Belarus,Russia,1,4
Cuba,Bermuda,1,2
Honduras,Antigua and Barbuda,2,0
Saint Kitts and Nevis,Grenada,2,3
Costa Rica,Trinidad and Tobago,2,1
Saint Lucia,Barbados,2,1
Haiti,Curaçao,1,5
Guyana,Montserrat,3,0
Panama,Nicaragua,3,0
Dominican Republic,Dominica,5,0
Jamaica,Guatemala,3,0
Puerto Rico,Saint Vincent and the Grenadines,2,1
El Salvador,Suriname,1,1
Mexico,Dominican Republic,3,2
Costa Rica,Suriname,4,3
United States,Trinidad and Tobago,5,0
Haiti,Saudi Arabia,0,1
Panama,Guadeloupe,5,2
Jamaica,Guatemala,0,1
Curaçao,El Salvador,0,0
Canada,Honduras,6,0
Costa Rica,Dominican Republic,2,1
Suriname,Mexico,0,2
Trinidad and Tobago,Haiti,1,1
United States,Saudi Arabia,1,0
Jamaica,Guadeloupe,2,1
Guatemala,Panama,0,1
Curaçao,Canada,1,1
Honduras,El Salvador,2,0
Mexico,Costa Rica,0,0
Dominican Republic,Suriname,0,0
Saudi Arabia,Trinidad and Tobago,1,1
United States,Haiti,2,1
Honduras,Curaçao,2,1
Canada,El Salvador,2,0
Panama,Jamaica,4,1
Guadeloupe,Guatemala,2,3
Panama,Honduras,1,1
Mexico,Saudi Arabia,2,0
Canada,Guatemala,1,1
United States,Costa Rica,2,2
Tamil Eelam,Tibet,4,0
United States,Guatemala,2,1
Mexico,Honduras,1,0
Tamil Eelam,East Turkestan,2,1
Tibet,East Turkestan,4,6
Tamil Eelam,East Turkestan,5,0
United States,Mexico,1,2
Hitra,Isle of Man,2,7
Orkney,Frøya,3,0
Gozo,Shetland,0,0
Orkney,Hitra,3,2
Isle of Man,Frøya,10,1
Jersey,Gozo,2,0
Ynys Môn,Western Isles,1,0
Orkney,Isle of Man,1,3
Frøya,Hitra,0,6
Jersey,Shetland,2,2
Hitra,Frøya,3,0
Gozo,Western Isles,3,3
Orkney,Shetland,3,2
Isle of Man,Ynys Môn,0,1
Isle of Man,Jersey,3,2
United States Virgin Islands,Turks and Caicos Islands,1,1
Marshall Islands,United States Virgin Islands,0,4
Turks and Caicos Islands,Marshall Islands,3,2
Qatar,Lebanon,2,2
Qatar,Bahrain,2,2
Seychelles,Gabon,0,4
Gibraltar,Albania,0,1
Malaysia,Singapore,2,1
Norway,Finland,1,0
Russia,Jordan,0,0
Saudi Arabia,North Macedonia,2,1
United Arab Emirates,Syria,3,1
Colombia,Bolivia,3,0
Argentina,Venezuela,3,0
Paraguay,Ecuador,0,0
Uruguay,Peru,3,0
Brazil,Chile,3,0
Guinea-Bissau,Sierra Leone,1,1
Angola,Libya,0,1
Cameroon,Eswatini,3,0
Mauritius,Cape Verde,0,2
Algeria,Botswana,3,1
São Tomé and Príncipe,Equatorial Guinea,2,3
Tunisia,Liberia,3,0
Chad,Ghana,1,1
Madagascar,Central African Republic,2,0
Mali,Comoros,3,0
Luxembourg,Northern Ireland,1,3
Slovakia,Germany,2,0
Georgia,Turkey,2,3
Bulgaria,Spain,0,3
Lithuania,Malta,1,1
Netherlands,Poland,1,1
Kazakhstan,Wales,0,1
Liechtenstein,Belgium,0,6
Iraq,Hong Kong,2,1
Thailand,Fiji,3,0
Suriname,Panama,0,0
Guatemala,El Salvador,0,1
Australia,New Zealand,1,0
Indonesia,Taiwan,6,0
Romania,Canada,0,3
Djibouti,Burkina Faso,0,6
Egypt,Ethiopia,2,0
South Sudan,DR Congo,1,4
Mauritania,Togo,2,0
Senegal,Sudan,2,0
Benin,Zimbabwe,1,0
South Africa,Lesotho,3,0
Congo,Tanzania,1,1
Morocco,Niger,5,0
Kenya,Gambia,1,3
Ivory Coast,Burundi,1,0
Somalia,Guinea,0,3
Uganda,Mozambique,4,0
Namibia,Malawi,1,2
Slovenia,Sweden,2,2
Switzerland,Kosovo,4,0
Denmark,Scotland,0,0
Greece,Belarus,5,1
Iceland,Azerbaijan,5,0
Ukraine,France,0,2
Italy,Estonia,5,0
Moldova,Israel,0,4
Faroe Islands,Croatia,0,1
Montenegro,Czech Republic,0,2
Bermuda,Jamaica,0,4
Trinidad and Tobago,Curaçao,0,0
Haiti,Honduras,0,0
Nicaragua,Costa Rica,1,1
Sri Lanka,Maldives,0,3
Mexico,Japan,0,0
Nepal,Bangladesh,0,0
United States,South Korea,0,2
Nigeria,Rwanda,1,0
Republic of Ireland,Hungary,2,2
Armenia,Portugal,0,5
Austria,Cyprus,1,0
San Marino,Bosnia and Herzegovina,0,6
Latvia,Serbia,0,1
England,Andorra,2,0
Central African Republic,Comoros,0,2
Germany,Northern Ireland,3,1
Luxembourg,Slovakia,0,1
Georgia,Bulgaria,3,0
Turkey,Spain,0,6
Lithuania,Netherlands,2,3
Poland,Finland,3,1
North Macedonia,Liechtenstein,5,0
Belgium,Kazakhstan,6,0
Qatar,Russia,1,4
Fiji,Hong Kong,0,8
Thailand,Iraq,0,1
Czech Republic,Saudi Arabia,1,1
Indonesia,Lebanon,0,0
Malaysia,Palestine,1,0
Syria,Kuwait,2,2
United Arab Emirates,Bahrain,1,0
Guinea-Bissau,Djibouti,2,0
Libya,Eswatini,2,0
Zambia,Morocco,0,2
Mozambique,Botswana,2,0
Guinea,Algeria,0,0
Uganda,Somalia,2,0
Equatorial Guinea,Tunisia,0,1
Malawi,Liberia,2,2
Madagascar,Chad,3,1
Ghana,Mali,1,0
Kosovo,Sweden,2,0
Switzerland,Slovenia,3,0
Belarus,Scotland,0,2
Greece,Denmark,0,3
Israel,Italy,4,5
Croatia,Montenegro,4,0
Gibraltar,Faroe Islands,0,1
El Salvador,Suriname,1,2
Panama,Guatemala,1,1
Estonia,Andorra,0,0
Jordan,Dominican Republic,3,0
Malta,San Marino,3,1
Mexico,South Korea,2,2
New Zealand,Australia,1,3
Singapore,Myanmar,1,1
Sri Lanka,Maldives,1,1
United States,Japan,2,0
Wales,Canada,0,1
Ecuador,Argentina,1,0
Peru,Paraguay,0,1
Bolivia,Brazil,1,0
Venezuela,Colombia,3,6
Chile,Uruguay,0,0
Sierra Leone,Ethiopia,2,0
Burkina Faso,Egypt,0,0
Togo,Sudan,1,0
DR Congo,Senegal,2,3
Mauritania,South Sudan,0,0
Zimbabwe,Rwanda,0,1
South Africa,Nigeria,1,1
Benin,Lesotho,4,0
Cape Verde,Cameroon,1,0
Angola,Mauritius,3,1
Tanzania,Niger,0,1
Kenya,Seychelles,5,0
Gabon,Ivory Coast,0,0
Gambia,Burundi,2,0
Namibia,São Tomé and Príncipe,3,0
Azerbaijan,Ukraine,1,1
France,Iceland,2,1
Armenia,Republic of Ireland,2,1
Hungary,Portugal,2,3
Bosnia and Herzegovina,Austria,1,2
Cyprus,Romania,2,2
Norway,Moldova,11,1
Albania,Latvia,1,0
Serbia,England,0,5
Jamaica,Trinidad and Tobago,2,0
Curaçao,Bermuda,3,2
Costa Rica,Haiti,3,3
Honduras,Nicaragua,2,0
Saint Kitts and Nevis,Saint Martin,5,0
Saint Kitts and Nevis,Saint Martin,2,1
Saint Vincent and the Grenadines,Cuba,7,0
Qatar,Oman,0,0
Saudi Arabia,Indonesia,3,2
Ethiopia,Guinea-Bissau,1,0
Sierra Leone,Burkina Faso,0,1
Djibouti,Egypt,0,3
Libya,Cape Verde,3,3
Eswatini,Angola,2,2
Mauritius,Cameroon,0,2
Niger,Congo,3,1
Tanzania,Zambia,0,1
Comoros,Madagascar,1,2
Central African Republic,Ghana,0,5
Chad,Mali,0,2
Gibraltar,New Caledonia,0,2
Saint Vincent and the Grenadines,Cuba,1,0
England,Wales,3,0
Poland,New Zealand,1,0
Romania,Moldova,2,1
Morocco,Bahrain,1,0
Grenada,British Virgin Islands,4,1
Burundi,Kenya,0,1
Algeria,Somalia,3,0
Botswana,Uganda,0,1
Mozambique,Guinea,1,2
Malawi,Equatorial Guinea,3,0
Scotland,Greece,3,1
Belarus,Denmark,0,6
Malta,Netherlands,0,4
Finland,Lithuania,2,1
Austria,San Marino,10,0
Cyprus,Bosnia and Herzegovina,2,2
Faroe Islands,Montenegro,4,0
Czech Republic,Croatia,0,0
Tajikistan,Maldives,2,0
Timor-Leste,Philippines,1,4
Brunei,Yemen,0,2
Lebanon,Bhutan,2,0
Singapore,India,1,1
Bangladesh,Hong Kong,3,4
Sri Lanka,Turkmenistan,1,0
Thailand,Taiwan,2,0
Pakistan,Afghanistan,0,0
Syria,Myanmar,5,1
Laos,Malaysia,0,3
Vietnam,Nepal,3,1
Liberia,Namibia,3,1
Nicaragua,Haiti,0,3
Honduras,Costa Rica,0,0
Argentina,Venezuela,1,0
Chile,Peru,2,1
Canada,Australia,0,1
Russia,Iran,2,1
Japan,Paraguay,2,2
Uzbekistan,Kuwait,2,0
Jordan,Bolivia,0,1
South Korea,Brazil,0,5
Uruguay,Dominican Republic,1,0
United States,Ecuador,1,1
Togo,DR Congo,0,1
South Sudan,Senegal,0,5
Sudan,Mauritania,0,0
Lesotho,Nigeria,1,2
Rwanda,Benin,0,1
South Africa,Zimbabwe,0,0
Gambia,Gabon,3,4
Seychelles,Ivory Coast,0,7
Tunisia,São Tomé and Príncipe,6,0
Northern Ireland,Slovakia,2,0
Germany,Luxembourg,4,0
Kosovo,Slovenia,0,0
Sweden,Switzerland,0,2
Iceland,Ukraine,3,5
France,Azerbaijan,3,0
Kazakhstan,Liechtenstein,4,0
Belgium,North Macedonia,0,0
Suriname,Guatemala,1,1
El Salvador,Panama,0,1
Bermuda,Trinidad and Tobago,0,3
Curaçao,Jamaica,2,0
Grenada,Cuba,2,0
Mexico,Colombia,0,4
United Arab Emirates,Oman,2,1
Iraq,Indonesia,1,0
Spain,Georgia,2,0
Bulgaria,Turkey,1,6
Hungary,Armenia,2,0
Portugal,Republic of Ireland,1,0
Norway,Israel,5,0
Estonia,Italy,1,3
Latvia,Andorra,2,2
Serbia,Albania,0,1
Malta,Bosnia and Herzegovina,1,4
Burkina Faso,Ethiopia,3,1
Djibouti,Sierra Leone,1,2
Egypt,Guinea-Bissau,1,0
Zambia,Niger,0,1
Chad,Central African Republic,2,3
Ghana,Comoros,1,0
Mali,Madagascar,4,1
Scotland,Belarus,2,1
Denmark,Greece,3,1
Netherlands,Finland,4,0
Lithuania,Poland,0,2
San Marino,Cyprus,0,4
Romania,Austria,1,0
Faroe Islands,Czech Republic,2,1
Croatia,Gibraltar,3,0
Montenegro,Liechtenstein,2,1
